M,N,physical_error_rate,final_logical_error,error_reduction_ratio
9,32,0.95,0.9980468749980324,0.9999999999999816
9,32,0.99,0.998046875,1.0
9,64,0.01,0.0016154203354418145,0.018715658100465875
9,64,0.1,0.08281110179144602,0.1354487984860373
9,64,0.5,0.996051430460915,0.999953685022446
9,64,0.7,0.9980269972193103,0.999999766314944
9,64,0.8,0.9980463579926062,0.9999999939808474
9,64,0.9,0.9980468739902238,0.9999999999882476
9,64,0.95,0.9980468749980287,0.9999999999999779
9,64,0.99,0.998046875,1.0
9,128,0.01,0.0008090185685100202,0.009372987694265186
9,128,0.1,0.04498279517015581,0.07357546786040335
9,128,0.5,0.9960435824220811,0.9999458062371622
9,128,0.7,0.998026958077623,0.9999997270958866
9,128,0.8,0.9980463569845289,0.9999999929707969
9,128,0.9,0.9980468739882548,0.9999999999862748
9,128,0.95,0.9980468749980249,0.9999999999999741
9,128,0.99,0.998046875,1.0
9,256,0.01,0.0004048373128356627,0.004690294264044515
9,256,0.1,0.023527876796225432,0.03848303638082297
9,256,0.5,0.9960356879196978,0.9999378808062976
9,256,0.7,0.9980269188580867,0.9999996877988262
9,256,0.8,0.9980463559744848,0.9999999919587755
9,256,0.9,0.9980468739862828,0.9999999999842989
9,256,0.95,0.9980468749980212,0.9999999999999704
9,256,0.99,0.998046875,1.0
9,512,0.01,0.00020250078002779172,0.0023460985855679834
9,512,0.1,0.012044521856673741,0.01970045052575053
9,512,0.5,0.9960277465556423,0.9999299083301699
9,512,0.7,0.9980268795605386,0.9999996484235999
9,512,0.8,0.9980463549624711,0.9999999909447809
9,512,0.9,0.9980468739843057,0.9999999999823179
9,512,0.95,0.998046874998017,0.9999999999999661
9,512,0.99,0.998046875,1.0
9,1024,0.01,0.00010127093550051971,0.001173287325136763
9,1024,0.1,0.006095375767805055,0.009969814508075816
9,1024,0.5,0.9960197579272373,0.9999218884045239
9,1024,0.7,0.9980268401848246,0.9999996089700531
9,1024,0.8,0.9980463539484824,0.9999999899288073
9,1024,0.9,0.9980468739823268,0.9999999999803352
9,1024,0.95,0.9980468749980119,0.999999999999961
9,1024,0.99,0.998046875,1.0
10,8,0.01,0.01423471905669765,0.14901634541216505
10,8,0.1,0.39259784004236603,0.6033603604452124
10,8,0.5,0.9980421094751702,0.9999942696141589
10,8,0.7,0.9990175209793956,0.9999999825957928
10,8,0.8,0.9990233349002611,0.999999999699968
10,8,0.9,0.9990234373998049,0.9999999999997072
10,8,0.95,0.9990234374999027,0.9999999999999997
10,8,0.99,0.9990234375,1.0
10,16,0.01,0.007219493883299326,0.07557736755672423
10,16,0.1,0.2868686986801976,0.4408715071317128
10,16,0.5,0.9980401919041066,0.999992348292346
10,16,0.7,0.999017515172244,0.9999999767829304
10,16,0.8,0.9990233348001546,0.9999999995997636
10,16,0.9,0.9990234373997064,0.9999999999996088
10,16,0.95,0.9990234374999027,0.9999999999999997
10,16,0.99,0.9990234375,1.0
10,32,0.01,0.0036359271230339938,0.038062751354728155
10,32,0.1,0.19020427039921703,0.2923136743032158
10,32,0.5,0.9980382687079483,0.9999904213344356
10,32,0.7,0.9990175093593583,0.9999999709643281
10,32,0.8,0.9990233346999492,0.9999999994994603
10,32,0.9,0.9990234373996094,0.9999999999995116
10,32,0.95,0.9990234374999027,0.9999999999999997
10,32,0.99,0.9990234375,1.0
10,64,0.01,0.0018245920342426605,0.019100765932086233
10,64,0.1,0.11489257099360844,0.17657158541600762
10,64,0.5,0.9980363398628471,0.9999884887165332
10,64,0.7,0.9990175035407319,0.9999999651399796
10,64,0.8,0.9990233345996452,0.9999999993990583
10,64,0.9,0.999023437399512,0.9999999999994141
10,64,0.95,0.9990234374999026,0.9999999999999996
10,64,0.99,0.9990234375,1.0
10,128,0.01,0.0009139637323687462,0.009567841465249756
10,128,0.1,0.06442955385131485,0.09901796411019109
10,128,0.5,0.9980344053448157,0.9999865504146044
10,128,0.7,0.9990174977163602,0.99999995930988
10,128,0.8,0.9990233344992442,0.999999999298559
10,128,0.9,0.999023437399413,0.999999999999315
10,128,0.95,0.9990234374999026,0.9999999999999996
10,128,0.99,0.9990234375,1.0
10,256,0.01,0.00045740013036232554,0.004788299336724266
10,256,0.1,0.03435916657943917,0.05280456746713224
10,256,0.5,0.9980324651297333,0.9999846064044812
10,256,0.7,0.9990174918862379,0.9999999534740242
10,256,0.8,0.9990233343987452,0.9999999991979618
10,256,0.9,0.9990234373993155,0.9999999999992174
10,256,0.95,0.9990234374999025,0.9999999999999994
10,256,0.99,0.9990234375,1.0
10,512,0.01,0.00022880479882368706,0.0023952460738892465
10,512,0.1,0.01778058051004936,0.027325920754711255
10,512,0.5,0.99803051919334,0.9999826566618562
10,512,0.7,0.9990174860503573,0.9999999476324044
10,512,0.8,0.9990233342981482,0.9999999990972664
10,512,0.9,0.9990234373992166,0.9999999999991184
10,512,0.95,0.9990234374999025,0.9999999999999994
10,512,0.99,0.9990234375,1.0
10,1024,0.01,0.00011442860381475935,0.0011978973580844133
10,1024,0.1,0.009049925747860359,0.013908294708504241
10,1024,0.5,0.9980285675112414,0.9999807011622873
10,1024,0.7,0.9990174802087146,0.9999999417850168
10,1024,0.8,0.9990233341974517,0.9999999989964715
10,1024,0.9,0.9990234373991186,0.9999999999990202
10,1024,0.95,0.9990234374999024,0.9999999999999993
10,1024,0.99,0.9990234375,1.0
