noise_type,dimension,N,physical_error_rate,total_states_processed,output_states_count,max_stack_depth_used,theoretical_memory_bound,memory_efficiency,total_swap_operations,total_amplification_iterations,best_output_error,worst_output_error,average_output_error,memory_improvement_vs_batch,output_error_levels,convergence_achieved,noise_model_name,best_output_fidelity,average_output_fidelity,output_fidelities,fidelity_evolution_trace
depolarizing,2,16,0.5,0,1,4,5,4.0,15,0,0.05158128504231457,0.05158128504231457,0.05158128504231457,4.0,[4],True,Depolarizing_d2_delta0.500,0.9484187149576855,0.9484187149576855,[0.9484187149576855],"[(0, 0.75, 0), (1, 0.8076923076923077, 1), (2, 0.75, 0), (2, 0.8076923076923077, 1), (3, 0.8642732049036778, 2), (4, 0.75, 0), (4, 0.8642732049036778, 2), (5, 0.8076923076923077, 1), (5, 0.8642732049036778, 2), (6, 0.75, 0), (6, 0.8076923076923077, 1), (6, 0.8642732049036778, 2), (7, 0.9126829971707267, 3), (8, 0.75, 0), (8, 0.9126829971707267, 3), (9, 0.8076923076923077, 1), (9, 0.9126829971707267, 3), (10, 0.75, 0), (10, 0.8076923076923077, 1), (10, 0.9126829971707267, 3), (11, 0.8642732049036778, 2), (11, 0.9126829971707267, 3), (12, 0.75, 0), (12, 0.8642732049036778, 2), (12, 0.9126829971707267, 3), (13, 0.8076923076923077, 1), (13, 0.8642732049036778, 2), (13, 0.9126829971707267, 3), (14, 0.75, 0), (14, 0.8076923076923077, 1), (14, 0.8642732049036778, 2), (14, 0.9126829971707267, 3), (15, 0.9484187149576855, 4)]"
depolarizing,2,16,0.7,0,1,4,5,4.0,15,0,0.13909373894318044,0.13909373894318044,0.13909373894318044,4.0,[4],True,Depolarizing_d2_delta0.700,0.8609062610568196,0.8609062610568196,[0.8609062610568196],"[(0, 0.65, 0), (1, 0.6941747572815534, 1), (2, 0.65, 0), (2, 0.6941747572815534, 1), (3, 0.7465073144464056, 2), (4, 0.65, 0), (4, 0.7465073144464056, 2), (5, 0.6941747572815534, 1), (5, 0.7465073144464056, 2), (6, 0.65, 0), (6, 0.6941747572815534, 1), (6, 0.7465073144464056, 2), (7, 0.804042545204847, 3), (8, 0.65, 0), (8, 0.804042545204847, 3), (9, 0.6941747572815534, 1), (9, 0.804042545204847, 3), (10, 0.65, 0), (10, 0.6941747572815534, 1), (10, 0.804042545204847, 3), (11, 0.7465073144464056, 2), (11, 0.804042545204847, 3), (12, 0.65, 0), (12, 0.7465073144464056, 2), (12, 0.804042545204847, 3), (13, 0.6941747572815534, 1), (13, 0.7465073144464056, 2), (13, 0.804042545204847, 3), (14, 0.65, 0), (14, 0.6941747572815534, 1), (14, 0.7465073144464056, 2), (14, 0.804042545204847, 3), (15, 0.8609062610568196, 4)]"
depolarizing,2,16,0.8,0,1,4,5,4.0,15,0,0.22443343814890537,0.22443343814890537,0.22443343814890537,4.0,[4],True,Depolarizing_d2_delta0.800,0.7755665618510946,0.7755665618510946,[0.7755665618510946],"[(0, 0.6, 0), (1, 0.631578947368421, 1), (2, 0.6, 0), (2, 0.631578947368421, 1), (3, 0.6714801444043321, 2), (4, 0.6, 0), (4, 0.6714801444043321, 2), (5, 0.631578947368421, 1), (5, 0.6714801444043321, 2), (6, 0.6, 0), (6, 0.631578947368421, 1), (6, 0.6714801444043321, 2), (7, 0.7200140461180877, 3), (8, 0.6, 0), (8, 0.7200140461180877, 3), (9, 0.631578947368421, 1), (9, 0.7200140461180877, 3), (10, 0.6, 0), (10, 0.631578947368421, 1), (10, 0.7200140461180877, 3), (11, 0.6714801444043321, 2), (11, 0.7200140461180877, 3), (12, 0.6, 0), (12, 0.6714801444043321, 2), (12, 0.7200140461180877, 3), (13, 0.631578947368421, 1), (13, 0.6714801444043321, 2), (13, 0.7200140461180877, 3), (14, 0.6, 0), (14, 0.631578947368421, 1), (14, 0.6714801444043321, 2), (14, 0.7200140461180877, 3), (15, 0.7755665618510946, 4)]"
depolarizing,2,16,0.9,0,1,4,5,4.0,15,0,0.34776708891191377,0.34776708891191377,0.34776708891191377,4.0,[4],True,Depolarizing_d2_delta0.900,0.6522329110880862,0.6522329110880862,[0.6522329110880862],"[(0, 0.55, 0), (1, 0.5664451827242525, 1), (2, 0.55, 0), (2, 0.5664451827242525, 1), (3, 0.5880751125627737, 2), (4, 0.55, 0), (4, 0.5880751125627737, 2), (5, 0.5664451827242525, 1), (5, 0.5880751125627737, 2), (6, 0.55, 0), (6, 0.5664451827242525, 1), (6, 0.5880751125627737, 2), (7, 0.6162313068148274, 3), (8, 0.55, 0), (8, 0.6162313068148274, 3), (9, 0.5664451827242525, 1), (9, 0.6162313068148274, 3), (10, 0.55, 0), (10, 0.5664451827242525, 1), (10, 0.6162313068148274, 3), (11, 0.5880751125627737, 2), (11, 0.6162313068148274, 3), (12, 0.55, 0), (12, 0.5880751125627737, 2), (12, 0.6162313068148274, 3), (13, 0.5664451827242525, 1), (13, 0.5880751125627737, 2), (13, 0.6162313068148274, 3), (14, 0.55, 0), (14, 0.5664451827242525, 1), (14, 0.5880751125627737, 2), (14, 0.6162313068148274, 3), (15, 0.6522329110880862, 4)]"
depolarizing,2,16,0.95,0,1,4,5,4.0,15,0,0.4217389942295285,0.4217389942295285,0.4217389942295285,4.0,[4],True,Depolarizing_d2_delta0.950,0.5782610057704715,0.5782610057704715,[0.5782610057704715],"[(0, 0.525, 0), (1, 0.5333055786844296, 1), (2, 0.525, 0), (2, 0.5333055786844296, 1), (3, 0.5443418559568101, 2), (4, 0.525, 0), (4, 0.5443418559568101, 2), (5, 0.5333055786844296, 1), (5, 0.5443418559568101, 2), (6, 0.525, 0), (6, 0.5333055786844296, 1), (6, 0.5443418559568101, 2), (7, 0.5589678843884529, 3), (8, 0.525, 0), (8, 0.5589678843884529, 3), (9, 0.5333055786844296, 1), (9, 0.5589678843884529, 3), (10, 0.525, 0), (10, 0.5333055786844296, 1), (10, 0.5589678843884529, 3), (11, 0.5443418559568101, 2), (11, 0.5589678843884529, 3), (12, 0.525, 0), (12, 0.5443418559568101, 2), (12, 0.5589678843884529, 3), (13, 0.5333055786844296, 1), (13, 0.5443418559568101, 2), (13, 0.5589678843884529, 3), (14, 0.525, 0), (14, 0.5333055786844296, 1), (14, 0.5443418559568101, 2), (14, 0.5589678843884529, 3), (15, 0.5782610057704715, 4)]"
depolarizing,2,16,0.99,0,1,4,5,4.0,15,0,0.4842036153491,0.4842036153491,0.4842036153491,4.0,[4],True,Depolarizing_d2_delta0.990,0.5157963846508999,0.5157963846508999,[0.5157963846508999],"[(0, 0.505, 0), (1, 0.5066664444518516, 1), (2, 0.505, 0), (2, 0.5066664444518516, 1), (3, 0.5088880659373767, 2), (4, 0.505, 0), (4, 0.5088880659373767, 2), (5, 0.5066664444518516, 1), (5, 0.5088880659373767, 2), (6, 0.505, 0), (6, 0.5066664444518516, 1), (6, 0.5088880659373767, 2), (7, 0.511849506471238, 3), (8, 0.505, 0), (8, 0.511849506471238, 3), (9, 0.5066664444518516, 1), (9, 0.511849506471238, 3), (10, 0.505, 0), (10, 0.5066664444518516, 1), (10, 0.511849506471238, 3), (11, 0.5088880659373767, 2), (11, 0.511849506471238, 3), (12, 0.505, 0), (12, 0.5088880659373767, 2), (12, 0.511849506471238, 3), (13, 0.5066664444518516, 1), (13, 0.5088880659373767, 2), (13, 0.511849506471238, 3), (14, 0.505, 0), (14, 0.5066664444518516, 1), (14, 0.5088880659373767, 2), (14, 0.511849506471238, 3), (15, 0.5157963846508999, 4)]"
depolarizing,2,32,0.01,0,1,5,6,5.0,31,0,0.0001593209495643899,0.0001593209495643899,0.0001593209495643899,6.4,[5],True,Depolarizing_d2_delta0.010,0.9998406790504356,0.9998406790504356,[0.9998406790504356],"[(0, 0.995, 0), (1, 0.9974749378156327, 1), (2, 0.995, 0), (2, 0.9974749378156327, 1), (3, 0.9987310849393893, 2), (4, 0.995, 0), (4, 0.9987310849393893, 2), (5, 0.9974749378156327, 1), (5, 0.9987310849393893, 2), (6, 0.995, 0), (6, 0.9974749378156327, 1), (6, 0.9987310849393893, 2), (7, 0.9993639313039943, 3), (8, 0.995, 0), (8, 0.9993639313039943, 3), (9, 0.9974749378156327, 1), (9, 0.9993639313039943, 3), (10, 0.995, 0), (10, 0.9974749378156327, 1), (10, 0.9993639313039943, 3), (11, 0.9987310849393893, 2), (11, 0.9993639313039943, 3), (12, 0.995, 0), (12, 0.9987310849393893, 2), (12, 0.9993639313039943, 3), (13, 0.9974749378156327, 1), (13, 0.9987310849393893, 2), (13, 0.9993639313039943, 3), (14, 0.995, 0), (14, 0.9974749378156327, 1), (14, 0.9987310849393893, 2), (14, 0.9993639313039943, 3), (15, 0.9996815609400216, 4), (16, 0.995, 0), (16, 0.9996815609400216, 4), (17, 0.9974749378156327, 1), (17, 0.9996815609400216, 4), (18, 0.995, 0), (18, 0.9974749378156327, 1), (18, 0.9996815609400216, 4), (19, 0.9987310849393893, 2), (19, 0.9996815609400216, 4), (20, 0.995, 0), (20, 0.9987310849393893, 2), (20, 0.9996815609400216, 4), (21, 0.9974749378156327, 1), (21, 0.9987310849393893, 2), (21, 0.9996815609400216, 4), (22, 0.995, 0), (22, 0.9974749378156327, 1), (22, 0.9987310849393893, 2), (22, 0.9996815609400216, 4), (23, 0.9993639313039943, 3), (23, 0.9996815609400216, 4), (24, 0.995, 0), (24, 0.9993639313039943, 3), (24, 0.9996815609400216, 4), (25, 0.9974749378156327, 1), (25, 0.9993639313039943, 3), (25, 0.9996815609400216, 4), (26, 0.995, 0), (26, 0.9974749378156327, 1), (26, 0.9993639313039943, 3), (26, 0.9996815609400216, 4), (27, 0.9987310849393893, 2), (27, 0.9993639313039943, 3), (27, 0.9996815609400216, 4), (28, 0.995, 0), (28, 0.9987310849393893, 2), (28, 0.9993639313039943, 3), (28, 0.9996815609400216, 4), (29, 0.9974749378156327, 1), (29, 0.9987310849393893, 2), (29, 0.9993639313039943, 3), (29, 0.9996815609400216, 4), (30, 0.995, 0), (30, 0.9974749378156327, 1), (30, 0.9987310849393893, 2), (30, 0.9993639313039943, 3), (30, 0.9996815609400216, 4), (31, 0.9998406790504356, 5)]"
depolarizing,2,32,0.1,0,1,5,6,5.0,31,0,0.00191455399727819,0.00191455399727819,0.00191455399727819,6.4,[5],True,Depolarizing_d2_delta0.100,0.9980854460027218,0.9980854460027218,[0.9980854460027218],"[(0, 0.95, 0), (1, 0.9724409448818898, 1), (2, 0.95, 0), (2, 0.9724409448818898, 1), (3, 0.9854508098810264, 2), (4, 0.95, 0), (4, 0.9854508098810264, 2), (5, 0.9724409448818898, 1), (5, 0.9854508098810264, 2), (6, 0.95, 0), (6, 0.9724409448818898, 1), (6, 0.9854508098810264, 2), (7, 0.9925122091894505, 3), (8, 0.95, 0), (8, 0.9925122091894505, 3), (9, 0.9724409448818898, 1), (9, 0.9925122091894505, 3), (10, 0.95, 0), (10, 0.9724409448818898, 1), (10, 0.9925122091894505, 3), (11, 0.9854508098810264, 2), (11, 0.9925122091894505, 3), (12, 0.95, 0), (12, 0.9854508098810264, 2), (12, 0.9925122091894505, 3), (13, 0.9724409448818898, 1), (13, 0.9854508098810264, 2), (13, 0.9925122091894505, 3), (14, 0.95, 0), (14, 0.9724409448818898, 1), (14, 0.9854508098810264, 2), (14, 0.9925122091894505, 3), (15, 0.9961998292698573, 4), (16, 0.95, 0), (16, 0.9961998292698573, 4), (17, 0.9724409448818898, 1), (17, 0.9961998292698573, 4), (18, 0.95, 0), (18, 0.9724409448818898, 1), (18, 0.9961998292698573, 4), (19, 0.9854508098810264, 2), (19, 0.9961998292698573, 4), (20, 0.95, 0), (20, 0.9854508098810264, 2), (20, 0.9961998292698573, 4), (21, 0.9724409448818898, 1), (21, 0.9854508098810264, 2), (21, 0.9961998292698573, 4), (22, 0.95, 0), (22, 0.9724409448818898, 1), (22, 0.9854508098810264, 2), (22, 0.9961998292698573, 4), (23, 0.9925122091894505, 3), (23, 0.9961998292698573, 4), (24, 0.95, 0), (24, 0.9925122091894505, 3), (24, 0.9961998292698573, 4), (25, 0.9724409448818898, 1), (25, 0.9925122091894505, 3), (25, 0.9961998292698573, 4), (26, 0.95, 0), (26, 0.9724409448818898, 1), (26, 0.9925122091894505, 3), (26, 0.9961998292698573, 4), (27, 0.9854508098810264, 2), (27, 0.9925122091894505, 3), (27, 0.9961998292698573, 4), (28, 0.95, 0), (28, 0.9854508098810264, 2), (28, 0.9925122091894505, 3), (28, 0.9961998292698573, 4), (29, 0.9724409448818898, 1), (29, 0.9854508098810264, 2), (29, 0.9925122091894505, 3), (29, 0.9961998292698573, 4), (30, 0.95, 0), (30, 0.9724409448818898, 1), (30, 0.9854508098810264, 2), (30, 0.9925122091894505, 3), (30, 0.9961998292698573, 4), (31, 0.9980854460027218, 5)]"
depolarizing,2,32,0.5,0,1,5,6,5.0,31,0,0.028515977323784802,0.028515977323784802,0.028515977323784802,6.4,[5],True,Depolarizing_d2_delta0.500,0.9714840226762151,0.9714840226762151,[0.9714840226762151],"[(0, 0.75, 0), (1, 0.8076923076923077, 1), (2, 0.75, 0), (2, 0.8076923076923077, 1), (3, 0.8642732049036778, 2), (4, 0.75, 0), (4, 0.8642732049036778, 2), (5, 0.8076923076923077, 1), (5, 0.8642732049036778, 2), (6, 0.75, 0), (6, 0.8076923076923077, 1), (6, 0.8642732049036778, 2), (7, 0.9126829971707267, 3), (8, 0.75, 0), (8, 0.9126829971707267, 3), (9, 0.8076923076923077, 1), (9, 0.9126829971707267, 3), (10, 0.75, 0), (10, 0.8076923076923077, 1), (10, 0.9126829971707267, 3), (11, 0.8642732049036778, 2), (11, 0.9126829971707267, 3), (12, 0.75, 0), (12, 0.8642732049036778, 2), (12, 0.9126829971707267, 3), (13, 0.8076923076923077, 1), (13, 0.8642732049036778, 2), (13, 0.9126829971707267, 3), (14, 0.75, 0), (14, 0.8076923076923077, 1), (14, 0.8642732049036778, 2), (14, 0.9126829971707267, 3), (15, 0.9484187149576855, 4), (16, 0.75, 0), (16, 0.9484187149576855, 4), (17, 0.8076923076923077, 1), (17, 0.9484187149576855, 4), (18, 0.75, 0), (18, 0.8076923076923077, 1), (18, 0.9484187149576855, 4), (19, 0.8642732049036778, 2), (19, 0.9484187149576855, 4), (20, 0.75, 0), (20, 0.8642732049036778, 2), (20, 0.9484187149576855, 4), (21, 0.8076923076923077, 1), (21, 0.8642732049036778, 2), (21, 0.9484187149576855, 4), (22, 0.75, 0), (22, 0.8076923076923077, 1), (22, 0.8642732049036778, 2), (22, 0.9484187149576855, 4), (23, 0.9126829971707267, 3), (23, 0.9484187149576855, 4), (24, 0.75, 0), (24, 0.9126829971707267, 3), (24, 0.9484187149576855, 4), (25, 0.8076923076923077, 1), (25, 0.9126829971707267, 3), (25, 0.9484187149576855, 4), (26, 0.75, 0), (26, 0.8076923076923077, 1), (26, 0.9126829971707267, 3), (26, 0.9484187149576855, 4), (27, 0.8642732049036778, 2), (27, 0.9126829971707267, 3), (27, 0.9484187149576855, 4), (28, 0.75, 0), (28, 0.8642732049036778, 2), (28, 0.9126829971707267, 3), (28, 0.9484187149576855, 4), (29, 0.8076923076923077, 1), (29, 0.8642732049036778, 2), (29, 0.9126829971707267, 3), (29, 0.9484187149576855, 4), (30, 0.75, 0), (30, 0.8076923076923077, 1), (30, 0.8642732049036778, 2), (30, 0.9126829971707267, 3), (30, 0.9484187149576855, 4), (31, 0.9714840226762151, 5)]"
depolarizing,2,32,0.7,0,1,5,6,5.0,31,0,0.08999727799255686,0.08999727799255686,0.08999727799255686,6.4,[5],True,Depolarizing_d2_delta0.700,0.9100027220074431,0.9100027220074431,[0.9100027220074431],"[(0, 0.65, 0), (1, 0.6941747572815534, 1), (2, 0.65, 0), (2, 0.6941747572815534, 1), (3, 0.7465073144464056, 2), (4, 0.65, 0), (4, 0.7465073144464056, 2), (5, 0.6941747572815534, 1), (5, 0.7465073144464056, 2), (6, 0.65, 0), (6, 0.6941747572815534, 1), (6, 0.7465073144464056, 2), (7, 0.804042545204847, 3), (8, 0.65, 0), (8, 0.804042545204847, 3), (9, 0.6941747572815534, 1), (9, 0.804042545204847, 3), (10, 0.65, 0), (10, 0.6941747572815534, 1), (10, 0.804042545204847, 3), (11, 0.7465073144464056, 2), (11, 0.804042545204847, 3), (12, 0.65, 0), (12, 0.7465073144464056, 2), (12, 0.804042545204847, 3), (13, 0.6941747572815534, 1), (13, 0.7465073144464056, 2), (13, 0.804042545204847, 3), (14, 0.65, 0), (14, 0.6941747572815534, 1), (14, 0.7465073144464056, 2), (14, 0.804042545204847, 3), (15, 0.8609062610568196, 4), (16, 0.65, 0), (16, 0.8609062610568196, 4), (17, 0.6941747572815534, 1), (17, 0.8609062610568196, 4), (18, 0.65, 0), (18, 0.6941747572815534, 1), (18, 0.8609062610568196, 4), (19, 0.7465073144464056, 2), (19, 0.8609062610568196, 4), (20, 0.65, 0), (20, 0.7465073144464056, 2), (20, 0.8609062610568196, 4), (21, 0.6941747572815534, 1), (21, 0.7465073144464056, 2), (21, 0.8609062610568196, 4), (22, 0.65, 0), (22, 0.6941747572815534, 1), (22, 0.7465073144464056, 2), (22, 0.8609062610568196, 4), (23, 0.804042545204847, 3), (23, 0.8609062610568196, 4), (24, 0.65, 0), (24, 0.804042545204847, 3), (24, 0.8609062610568196, 4), (25, 0.6941747572815534, 1), (25, 0.804042545204847, 3), (25, 0.8609062610568196, 4), (26, 0.65, 0), (26, 0.6941747572815534, 1), (26, 0.804042545204847, 3), (26, 0.8609062610568196, 4), (27, 0.7465073144464056, 2), (27, 0.804042545204847, 3), (27, 0.8609062610568196, 4), (28, 0.65, 0), (28, 0.7465073144464056, 2), (28, 0.804042545204847, 3), (28, 0.8609062610568196, 4), (29, 0.6941747572815534, 1), (29, 0.7465073144464056, 2), (29, 0.804042545204847, 3), (29, 0.8609062610568196, 4), (30, 0.65, 0), (30, 0.6941747572815534, 1), (30, 0.7465073144464056, 2), (30, 0.804042545204847, 3), (30, 0.8609062610568196, 4), (31, 0.9100027220074431, 5)]"
